kanji	codepoint	strokes	grade	freq	jlpt	ref_sh_kk	on'yomi	kun'yomi	meanings
魷	39799	15					ユウ		cuttlefish
魸	39800	15					ナマズ		
魹	39801	15						とど	
魿	39807	16					レイ, リョウ, リン	う･ねる, うろこ	
鮀	39808	16					タ	なまず	snakefish
鮄	39812	16					フツ, ブチ	さば	
鮅	39813	16					ヒツ, ビチ	ます	
鮆	39814	16					セイ, ザイ, シ, ジ	えつ	fish
鮇	39815	16					ビ, ミ	いわな	
鮉	39817	16					チョウ	たい	bream
鮊	39818	16					ハク, ビャク, ハ, ベ	みごい, しろうお, がんき, かすべ	
鮋	39819	16					ユウ, ユ, シュウ, ジュ	はや	
鮍	39821	16					ヒ	かわはぎ	
鮏	39823	16					セイ, ショウ, ソウ	なまぐさ･い, なまぐさ, さけ	
鮐	39824	16					タイ, イ	ふぐ	blowfish, globefish, tetraodon
鮔	39828	16					キョ		
鮚	39834	17					キツ, ギチ, ケツ, ケチ	はまぐり	clam, oyster
鮝	39837	17					ショウ, ヨウ	ふか, ひもの	dried fish
鮞	39838	17					ジ, ニ, ジク, ニク	はららご	roe, milt, fish eggs
鮦	39846	17					トウ, ズ	かつお	snakefish
鮧	39847	17					イ, テイ, ダイ, シ	なまず, すけそう	the sheat fish
鮩	39849	17					ホウ, ビョウ, ヘイ, ヒツ, ビチ	にごい, あみ	
鮬	39852	17					ホ, ブ, コ, ク, ヒ, カ, ケ	たなご, せいご, からすみ	
鮰	39856	17					カイ		small kind of sturgeon, found in the Yangtze
鮱	39857	17						おおぼら, ぼら	
鮲	39858	17					モテ	まて, こち	
鮷	39863	18					イ, テイ, ダイ, シ	なまず, すけそう	
鮸	39864	18					ベン, メン, バン, マン	にべ, いしもち	
鮻	39867	18					サ, シャ, ショウ	さめ, ちちぶ	
鮼	39868	18					シン		
鮾	39870	18					ダイ, ナイ	くさ･る	
鮿	39871	18					チョウ	ほしうお	dried fish
鯁	39873	18					コウ, キョウ		fish bones, honest, upright
鯇	39879	18					カン	あめのうお	carp
鯈	39880	18					ユウ, ユ	はや, はえ	fish
鯎	39886	18						うぐい	Japanese dace
鯐	39888	18						すばしり	
鯗	39895	19					ショウ, ヨウ	ふか, ひもの	dried fish
鯘	39896	19					ダイ, ナイ	くさ･る	
鯝	39901	19					コ, ク	はらわた	fish guts
鯟	39903	19					トウ, ツ		
鯥	39909	19					リク, ロク	むつ	
鯧	39911	19					ショウ	まながつお	pomfret, stromateoides argenteus
鯪	39914	19					リョウ	せんざんこう	carp
鯫	39915	19					ソウ, ス	みごい	small fish, small, minnow
鯯	39919	19					セイ	このしろ	
鯳	39923	19					テイ	すけそう	
鯷	39927	20					イ, テイ, ダイ, シ	ひしこ, なまず, すけそう	anchovy
鯸	39928	20					コウ, グ	ふぐ	blowfish
鯹	39929	20					セイ, ショウ, ソウ	なまぐさ･い, なまぐさ, さけ	
鯺	39930	20					ショ	ふぐ	blowfish
鯽	39933	20					セキ, シャク, ショク, ソク	ふな, たなご	carassius auratus, crucian carp, surf perch
鯿	39935	20					ヘン	おしきうお	bream
鰀	39936	20					カン	あめのうお	
鰂	39938	20					ソク	いか	cuttlefish
鰋	39947	20					エン, オン	なまず	sheat
鰏	39951	20					ヒョク, ヒキ		
鰑	39953	20					ヨウ	うなぎ, するめ	
鰖	39958	20					タ	たかべ	
鰘	39960	20					ムロア	むろあじ	
鰙	39961	20					ハヤ	わかさぎ	
鰚	39962	20						はらか	
鰜	39964	21					ケン, カン, ゲン	にしん	big-mouthed flounder
鰞	39966	21					オ, ウ	いか	squid
鰢	39970	21					バ, メ	うみえび, つくら, すばしり	
鰣	39971	21					シ	このしろ, はす	Reeves' shad, hilsa herring
鰦	39974	21					シ	はや	
鰧	39975	21					トウ, チン, ジン	おこぜ	
鰨	39976	21					チョウ, トウ	かれい	sole
鰩	39977	21					ヨウ	えい	the nautilus, the ray
鰪	39978	21					コウ, オウ	まながつお	
鰱	39985	22					レン	たなご	silver carp, hypophthalmiathys
鰵	39989	22					ビン, ミン	いしもち	codfish
鰶	39990	22					セイ, サイ	このしろ	
鰷	39991	22					チョウ, ジョウ, ショウ	はや	minnow
鰽	39997	22					シュウ, ジュ	このしろ	herring
鱁	40001	22					チク, ジク	さめ	
鱃	40003	22					シュウ, シュ	どじょう	
鱄	40004	22					セン, タン, レン		anchovy
鱅	40005	22					ショウ, ジュ, ユ, ヨウ	このしろ	kind of tench
鱉	40009	23					ヘツ	すっぽん	turtle
鱊	40010	23					イツ, イチ, シュツ, ジュチ		
鱎	40014	23					キョウ	みごい	
鱏	40015	23					シン, イン	かじき, えい	ray, skate
鱐	40016	23					シュク, スク, シュウ, シュ	ほしうお	dried fish
鱓	40019	23					セン, タ	うつぼ, うみへび, ごまめ	Moray eel
鱔	40020	23					セン	うみへび, ごまめ	eel
鱖	40022	23					ケイ, ケ, ケツ, カチ	さけ	mandarin fish
鱘	40024	23					シン	ちょうざめ, かじき	sturgeon
鱛	40027	23						えそ	fish name
鱝	40029	24					フン	えい	
鱞	40030	24					カン, コン	やもめ, や･む, やもお	
鱟	40031	24					コウ, グ, ヨク, オク	かぶとがに	king crab
鱣	40035	24					タン, セン, テン	こい	sturgeon
鱩	40041	24						はたはた	
鱪	40042	24						しいら	
鱜	40028	24					キョウ		
鱫	40043	24					アイ	むつ	
鱨	40040	25					ショウ	ぎぎ	codfish
鱮	40046	25					ショ, ヨ	たなご	bream, minnow
鱰	40048	25						しいら	
鱲	40050	26					リョウ	からすみ	
鱵	40053	26					シン	さより	
鱷	40055	27					ガク	わに	crocodile, alligator
鱻	40059	33					セン	あたらしい, すく･ない	fresh, new, delicious, rare, few
鳦	40166	12					イツ, イチ, アツ, エチ	つばめ	swallow
鳲	40178	14					シ	よぶこどり	turtledove, cuckoo
鳷	40183	15					シ, キ		bird
鳹	40185	15					ケン, キン, カン, コン	ついば･む	
鴋	40203	15					ホウ	みぞごいさぎ	
鴂	40194	15					ケツ, ケチ, ケイ, ケ	さざき	the tailor-bird the working bird
鴑	40209	16					ド, ヌ		
鴗	40215	16					リュウ	かわせみ	
鴘	40216	16					ヘン, ホン	わかたか	
鴜	40220	16					シ	ははどり	
鴝	40221	16					ク	ははつちょう	mynah
鴞	40222	16					ヨウ, キョウ	ふくろう	owl
鴯	40239	17					ジ, ニ		swallow
鴰	40240	17					カツ, カチ, ケチ	まなづる	the crow
鴲	40242	17					シ	しめ	
鴳	40243	17					アン, エン	うずら	quail
鴴	40244	17					コウ, ギョウ	すずめ, ちどり	
鴺	40250	17					テイ, ダイ, イ		the pelican
鴼	40252	17					ロ	さぎ	
鵅	40261	17					ラク, カク, キャク		
鴽	40253	17					ジョ, ニョ	うずら	species of bird resembling quail
鵂	40258	17					キュウ, ク	みみずく	horned owl, scops chinensis, bird of ill omen
鵃	40259	17					チュウ, チュ		
鵇	40263	17						とき	
鵊	40266	18					コウ, キョウ	ほととぎす	
鵓	40275	18					ホツ, ボチ		species of pigeon
鵔	40276	18					シュン		
鵟	40287	18					キョウ, ゴウ	よたか	buzzard
鵣	40291	18					ライ		
鵢	40290	18					シン		
鵥	40293	18						かけす	
鵩	40297	19					フク	みみずく	owl-like bird, buzzard
鵪	40298	19					アン, オン	うずら	quail
鵫	40299	19					トウ, チョウ, タク	きじ, やまどり	pheasant
鵰	40304	19					チョウ	きざ･む, わし, ほ･る	eagle
鵶	40310	19					ア	からす	
鵷	40311	19					エン, オン		co-worker
鵻	40315	19					スイ, シュン	こばと	pigeon
鵼	40316	19					コウ, ク	ぬえ	
鵾	40318	19					ウン, コン	とうまる, しゃも	bird resembling the crane
鶃	40323	19					ゲキ		hawk
鶄	40324	19					セイ, ショウ	ごいさぎ	
鶆	40326	19					ライ		
鶊	40330	19					コウ, キョウ		oriole
鶍	40333	19						いすか	crossbill
鶎	40334	19					キクイ	きくいただき	
鶒	40338	20					セキ, シャク, チョク, シャ	おしどり	
鶓	40339	20					ビョウ, ミョウ		
鶕	40341	20					アン	ふなしうずら	
鶖	40342	20					シュウ, シュ	う	large waterfowl with naked head
鶗	40343	20					テイ, ダイ, シ	ほととぎす	kind of hawk
鶘	40344	20					コ, ゴ		pelican
鶡	40353	20					カツ, ガチ, フン, カイ, カク	やまどり	crossbill, species of nightingale
鶪	40362	20					ケキ, キャク	もず	
鶬	40364	21					ソウ, ショウ	まなづる	oriole
鶮	40366	21					コク, カク	つる	
鶱	40369	21					ケン, コン	とぶ	soar
鶵	40373	21					スウ, ス, ジュ	ひな, ひよこ	chick, fledging, infant, toddler
鶹	40377	21					リュウ, ル	みみずく	the owl
鶼	40380	21					ケン, カン	ついば･む	fabulous mythical bird
鶿	40383	21					シ	う	cormorant
鷃	40387	21					アン, エン	うずら	quail
鷇	40391	21					コウ, ク, カク, コク	ひな	chicks, fledglings
鷉	40393	21					テイ		
鷊	40394	21					ゲキ, ギャク		pheasant
鷔	40404	22					ゴウ, ギュウ, グ	とびうお	
鷕	40405	22					ヨウ, イ, ユイ	な･く	call
鷖	40406	22					エイ	かもめ	seagull
鷗	40407	22	9				オウ	かもめ	seagull, tern
鷚	40410	22					リュウ, ル, ボウ, ム	ひばり	anthus, skylark
鷞	40414	22					ソウ, ショウ	たか	the turquoise kingfisher
鷟	40415	22					サク	おおとり	phoenix
鷠	40416	22					ギョ, ゴ		
鷥	40421	23					シ	しらさぎ	the egret
鷧	40423	23					イ, エイ	う	cormorant
鷩	40425	23					ヘツ, ヘチ, ヘイ, ヒ		pheasant
鷫	40427	23					シュク, スク		turquoise kingfisher
鷮	40430	23					キョウ	おおやまどり	
鷰	40432	23					エン	つばめ, つばくら, つばくろ	
鷳	40435	23					カン, ケン	とび, しらきじ	silver pheasant, phasianus nycth
鷴	40436	23					カン, ゲン	とび, しらきじ	silver pheasant badge worn by civil officials of the 5th grade
鷾	40446	24					イ		swallow
鸊	40458	24					ヘキ, ヒャク, ハク, ヒ	こばと	
鸂	40450	24					ケイ	おしどり	kind of water bird
鸇	40455	24					セン, ケン	はやぶさ	kind of bird of prey, hawk
鸎	40462	25					ヨウ, オウ		the mango-bird, the Chinese oriole
鸐	40464	25					テキ, ジャク, タク	やまどり	
鸑	40465	25					ガク		kind of large waterfowl with red
鸒	40466	25					ヨ		the eastern jackdaw
鸕	40469	27					ロ	かしら, あたま	cormorant
鸖	40470	27					カク	つる	
鸙	40473	28					ヤク	ひばり	
鸜	40476	29					ク	ははつちょう	species of mynah
鸝	40477	30					リ, レイ, ライ		Chinese oriole
鹺	40570	21					サ, シ	しお	salty, salt
鹻	40571	21					カン, ケン	しおけ	impure carbonate of sodium of natron
鹼	40572	24					ケン, カン, セン	あ･く	alkaline, alkali, lye, salt
麀	40576	13					ユウ, ユ	めじか	female deer, doe
麂	40578	13					キ		species of deer
麃	40579	15					ホウ, ビョウ	おおしか	till, plow
麄	40580	15					ソ	はな･れる, あら･い	coarse, rough, rude
麅	40581	16					ホウ, ビョウ	おおしか	small spotted deer found in N. China
麇	40583	16					キン, クン	のろ	general name for the hornless deer, to collect, to band together
麎	40590	17					シン, シ		
麏	40591	18					キン, クン		
麖	40598	19					ケイ, キョウ	おおしか	
麘	40600	20					キョウ, コウ		scent
麛	40603	20					ベイ, マイ		fawn
麞	40606	22					ショウ	のろ	roebuck, moschus chinloo
麤	40612	33					ソ	はな･れる, あら･い	rough, coarse, big
麨	40616	15					ショウ	むぎこがし	
麬	40620	16					フ	ふすま	
麮	40622	16					キョ, コ	むぎがゆ	porridge
麯	40623	17					キク	こうじ	yeast, leaven
麰	40624	17					ボウ, ム		barley
麳	40627	19					ライ, リョク, リキ, リ	こむぎ, むぎ	
麴	40628	19					キク	こうじ	yeast, leaven, surname
麵	40629	20					メン, ベン	むぎこ	flour, dough, noodles
黆	40646	16					コウ	たけし	
黈	40648	17					トウ, ツ	きいろ	yellow, augment, increase
黋	40651	18					コウ		
黕	40661	16					タン, トン, チン	あか	red
黟	40671	18					エイ, イ	こくたん	black and shining, ebony
黤	40676	20					エン, アン, オン	あおぐろい	blue-black
黧	40679	20					レイ, ライ, リ	くろ･い	dark, sallow colour
黬	40684	21					カン, ケン, アン, エン	くろ･い, なべずみ	
黭	40685	21					エン, アン, オン	あおぐろい	
黮	40686	22					タン, ドン, チン, ジン	くろ･い	black, dark, unclear, private
黰	40688	22					シン, アン, エン	くろかみ	young girl's hair style
黱	40689	22					タイ, ダイ, チン, ジン	まゆずみ	
黲	40690	23					サン	うすあおぐろい	grey black
黵	40693	25					タン, セン	は･がれる	
黸	40696	28					ロ, ル	くろ･い	
黿	40703	17					ゲン, ガン	あおうみがめ	large turtle, sea turtle
鼂	40706	18					チョウ, ジョウ	うみがめ	kind of sea turtle, surname
鼃	40707	19					ワイ, カイ	か･える	the edible water-frog
鼉	40713	25					タ, タン, セン	わに	large reptile, water lizard
鼏	40719	15					ベキ, ミャク, ケイ		cover of tripod cauldron
鼐	40720	15					ダイ, ナイ, ドウ, ノウ	かなえ	incense tripod
鼑	40721	15					テイ	かなえ	
鼒	40722	16					シ	かなえ	large tripod cauldron with small mouth
鼔	40724	13					コ, ク	つづみ	drum, to drum, from whence comes: to rouse, to swell, to bulge
鼖	40726	19					フン	つつみうつ	drum
鼗	40727	19					トウ	ふりつづみ	small revolving drum with knobs
鼙	40729	21					ヘイ, バイ	つつ･み	drum carried on horseback
鼚	40730	21					チョウ		drumming
鼛	40731	21					コウ	おおつづみ	drum
鼟	40735	25					トウ		
鼢	40738	17					フン	もぐらもち	variety of mole
鼦	40742	18					チョウ	てん	
鼪	40746	18					セイ, ショウ, ソウ	いたち	weasel
鼫	40747	18					セキ, ジャク	むささび	marmot, squirrel
鼯	40751	20					ゴ	むささび	flying squirrel
鼱	40753	21					セイ, ショウ		
鼲	40754	22					コン		
鼴	40756	22					エン, オン	もぐら	kind of insectivorous rodent
鼷	40759	23					ケイ	はつかねずみ	mouse
鼹	40761	23					エン, オン	もぐら	kind of insectivorous rodent, mole
鼺	40762	28					ルイ	むささび	
鼼	40764	16					キュウ, ク, キョウ	かぎばな	
鼽	40765	16					グ, キュウ	つ･まる	clogged nose
鼿	40767	17					ゴツ, ゴチ, カイ	あおむきばな	
齁	40769	19					コウ, ク, コ	かぎばな	snore loudly, very, extremely
齃	40771	23					カツ, カチ, アツ, アチ	ねいき	
齄	40772	23					シャ, サ	はなのわき	red sores on nose
齅	40773	24					キュウ	か･ぐ	smell, to smell
齆	40774	24					オウ, オ, ヨウ	はなづまり	stuffed nose
齇	40775	24					サ, シャ	あかばな	
齓	40787	16					シン, ソン, トン	かけば	
齕	40789	18					コツ, ゴチ, ケツ	か･む	gnaw, bite, nibble
齖	40790	19					ガ, ゲ		
齗	40791	19					キン	はぐき	gums (of the teeth), to dispute
齘	40792	19					カイ		
齚	40794	20					サク, ジャク, サ, ジャ	か･む	to chew
齝	40797	20					チ, シ	にれ･がむ, にげ･かむ	chew the cud
齞	40798	20					ゲン		to display the teeth
齨	40808	21					キュウ, グ	うすば	
齩	40809	21					コウ, ゴウ	か･む, か･じる	to chew, to bite
齭	40813	23					ショ, ソ	いた･む	tooth-ache
齮	40814	23					キ	か･む	bite
齯	40815	23					ゲイ, ジ, ニ		teeth grown in old age
